Id,Quartier,Latitude,Longitude,Type_chambre,Prix,Minimum_nuit,Avis_par_mois,Nombre_list_hote,Depart_Brooklyn,Depart_Manhattan,Depart_Queens,Depart_Staten Island,Depart_Bronx,Disponabilitie_365_scale,Nombre_avis_scale
2565087,215,40.70819,-73.94813,2,65,9,0.19,1,0,1,0,0,0,0.0,0.27
2569466,62,40.797309999999996,-73.94230999999999,3,55,1,0.2,1,0,0,1,0,0,0.0,0.22
2569629,20,40.68611,-73.99031,1,250,6,0.09,1,0,1,0,0,0,0.43,0.13
2569808,215,40.71075,-73.95676,1,85,10,0.64,1,0,1,0,0,0,2.46,0.9
2570488,65,40.731120000000004,-73.98558,2,90,5,1.73,2,0,0,1,0,0,0.16,2.45
2570561,207,40.843090000000004,-73.94126999999999,2,90,3,0.03,1,0,0,1,0,0,0.0,0.04
2571224,215,40.72002,-73.9578,1,90,14,0.14,1,0,1,0,0,0,2.36,0.04
2571283,203,40.78283,-73.97206,1,199,13,0.03,1,0,0,1,0,0,0.0,0.04
2574386,35,40.743109999999994,-74.00718,1,275,30,0.03,1,0,0,1,0,0,2.77,0.04
2576750,8,40.63113,-74.02767,1,125,5,0.0,2,0,1,0,0,0,1.62,0.0
2577467,95,40.8127,-73.94367,2,150,3,0.36,1,0,0,1,0,0,0.0,0.52
2578731,169,40.584509999999995,-73.815,1,140,2,0.22,1,0,0,0,1,0,0.0,0.31
2581456,62,40.79249,-73.94592,1,120,7,0.0,1,0,0,1,0,0,0.05,0.0
2582812,215,40.71997,-73.95945,2,60,1,1.24,3,0,1,0,0,0,0.0,0.99
2584258,29,40.69304,-73.92079,2,36,10,0.03,1,0,1,0,0,0,0.0,0.04
2586484,95,40.80546,-73.95221,2,85,3,1.27,1,0,0,1,0,0,0.5,1.14
2586794,52,40.676559999999995,-73.95825,2,85,1,0.11,1,0,1,0,0,0,0.0,0.09
2586923,75,40.64772,-73.96273000000001,2,45,7,0.48,1,0,1,0,0,0,2.18,0.67
2590590,14,40.6883,-73.95644,1,92,3,3.61,1,0,1,0,0,0,1.31,5.1
2592640,14,40.69135,-73.94694,2,30,1,0.02,1,0,1,0,0,0,0.0,0.02
2598087,92,40.72707,-73.95681,2,75,1,0.05,1,0,1,0,0,0,0.0,0.07
2599963,128,40.75529,-73.96897,1,99,6,0.24,1,0,0,1,0,0,0.0,0.34
2600199,215,40.70942,-73.94693000000001,1,100,20,0.21,1,0,1,0,0,0,2.48,0.16
2601402,20,40.68647,-73.98595,1,115,3,0.94,1,0,1,0,0,0,1.43,1.21
2601899,29,40.69911,-73.93713000000001,1,175,5,0.25,1,0,1,0,0,0,0.0,0.36
2606083,52,40.67648,-73.95098,1,112,4,0.52,2,0,1,0,0,0,0.0,0.43
2606370,95,40.80007,-73.9562,1,450,7,0.16,1,0,0,1,0,0,0.0,0.13
2607583,202,40.77231,-73.95588000000001,1,103,30,0.23,29,0,0,1,0,0,2.48,0.16
2607741,202,40.77263,-73.95567,1,117,30,0.0,29,0,0,1,0,0,2.51,0.0
2608217,131,40.81503,-73.96029,1,150,5,0.14,1,0,0,1,0,0,0.0,0.2
2611458,47,40.60375,-74.08065,2,129,1,0.85,2,0,0,0,0,1,0.65,0.9
2611765,203,40.79071,-73.97408,1,145,3,0.13,1,0,0,1,0,0,0.0,0.18
2611869,29,40.703179999999996,-73.91462,1,115,14,0.0,1,0,1,0,0,0,0.0,0.0
2612035,203,40.79733,-73.96104,1,90,5,0.0,1,0,0,1,0,0,0.0,0.0
2613864,96,40.76608,-73.99203,1,90,2,0.02,1,0,0,1,0,0,0.0,0.02
2615065,215,40.7165,-73.94842,1,100,30,1.57,2,0,1,0,0,0,1.15,2.22
2618288,48,40.83012,-73.92714000000001,2,41,2,0.35,2,1,0,0,0,0,0.0,0.27
2619549,202,40.77265,-73.9574,1,145,30,0.11,29,0,0,1,0,0,2.5,0.02
2619802,202,40.77276,-73.95675,1,139,30,0.07,29,0,0,1,0,0,2.34,0.09
2620068,202,40.77107,-73.95682,1,117,30,0.11,29,0,0,1,0,0,1.94,0.13
2620837,29,40.70065,-73.93862,2,50,5,0.12,1,0,1,0,0,0,0.0,0.11
2626457,203,40.79827,-73.96880999999999,2,80,1,4.02,1,0,0,1,0,0,0.9,5.7
2627737,159,40.67318,-73.96738,1,100,5,0.16,1,0,1,0,0,0,0.0,0.22
2627940,81,40.686609999999995,-73.97054,1,225,3,0.19,1,0,1,0,0,0,0.0,0.27
2627951,75,40.648509999999995,-73.96121,2,70,1,2.21,1,0,1,0,0,0,1.34,0.16
2628191,43,40.86646,-73.82154,2,80,3,0.03,1,1,0,0,0,0,2.77,0.04
2631224,95,40.82424,-73.94664,2,70,2,4.27,1,0,0,1,0,0,1.88,5.12
2632699,21,40.63081,-73.99638,2,31,1,0.97,5,0,1,0,0,0,1.2,1.35
2633717,29,40.69616,-73.93200999999999,2,40,1,0.39,1,0,1,0,0,0,0.0,0.56
2634963,95,40.800290000000004,-73.95362,1,290,4,0.2,1,0,0,1,0,0,2.73,0.27
2635078,81,40.68914,-73.9776,1,235,4,0.36,1,0,1,0,0,0,0.24,0.52
2635794,215,40.707190000000004,-73.96406999999999,1,200,1,0.06,1,0,1,0,0,0,0.0,0.04
2635913,14,40.69471,-73.94184,1,180,1,0.0,1,0,1,0,0,0,0.0,0.0
2636139,183,40.66141,-73.98097,1,110,1,0.88,1,0,1,0,0,0,0.65,0.11
2636396,65,40.728390000000005,-73.98613,2,120,3,0.09,2,0,0,1,0,0,0.0,0.11
2636532,202,40.77278,-73.95753,1,142,30,0.03,29,0,0,1,0,0,1.56,0.02
2636534,120,40.720729999999996,-73.98954,2,105,3,0.33,3,0,0,1,0,0,0.15,0.47
2636643,202,40.780609999999996,-73.9498,1,100,10,0.06,1,0,0,1,0,0,0.0,0.09
2636731,96,40.765029999999996,-73.98827,2,102,2,0.26,1,0,0,1,0,0,0.0,0.13
2636762,215,40.71498,-73.96104,1,152,1,5.2,1,0,1,0,0,0,2.04,7.5
2637014,52,40.67228,-73.93352,1,150,28,0.38,2,0,1,0,0,0,1.57,0.49
2637533,55,40.775940000000006,-73.91786,1,95,3,3.04,1,0,0,0,1,0,0.05,0.56
2639521,61,40.64942,-73.92482,2,67,5,0.8,5,0,1,0,0,0,2.28,1.12
2640467,52,40.67265,-73.9485,2,65,2,0.81,1,0,1,0,0,0,0.55,1.14
2640764,215,40.71112,-73.96268,2,79,22,0.34,4,0,1,0,0,0,2.38,0.47
2641730,75,40.65403,-73.95904,2,55,1,2.37,2,0,1,0,0,0,1.03,3.39
2644321,131,40.8098,-73.95721999999999,1,83,60,0.02,1,0,0,1,0,0,0.0,0.02
2645558,87,40.73409,-73.98559,1,200,30,0.65,1,0,0,1,0,0,1.29,0.85
2650690,32,40.67909,-73.99600000000001,2,150,4,0.0,2,0,1,0,0,0,1.95,0.0
2651125,65,40.728159999999995,-73.98035,1,160,10,0.28,1,0,0,1,0,0,2.13,0.4
2651810,124,40.718270000000004,-73.90647,1,80,2,3.13,1,0,0,0,1,0,0.24,1.37
2652865,203,40.79592,-73.97024,1,159,2,0.05,1,0,0,1,0,0,0.0,0.02
2653186,202,40.77645,-73.94865,1,90,30,0.25,1,0,0,1,0,0,0.0,0.29
2653544,52,40.67799,-73.94709,3,45,4,0.19,2,0,1,0,0,0,0.0,0.25
2653644,199,40.71226,-73.99416,2,100,1,2.21,1,0,0,1,0,0,1.69,2.31
2656394,92,40.732820000000004,-73.9578,1,125,3,0.25,1,0,1,0,0,0,0.46,0.36
2657689,95,40.8106,-73.94646999999999,3,100,1,0.0,2,0,0,1,0,0,0.0,0.0
2658325,65,40.721,-73.98169,2,80,4,2.24,1,0,0,1,0,0,1.42,3.21
2659183,202,40.76791,-73.96509,1,2300,3,0.53,1,0,0,1,0,0,1.06,0.72
2659448,14,40.688520000000004,-73.93588000000001,1,90,30,1.2,3,0,1,0,0,0,2.13,1.39
2659477,62,40.7913,-73.94265,1,140,3,0.04,1,0,0,1,0,0,0.0,0.04
2659732,92,40.725609999999996,-73.94745,2,52,5,0.18,3,0,1,0,0,0,2.6,0.16
2659961,36,40.71675,-73.99091999999999,1,200,2,0.18,1,0,0,1,0,0,0.0,0.2
2660538,215,40.70844,-73.95191,1,94,2,0.0,1,0,1,0,0,0,0.0,0.0
2660576,42,40.691720000000004,-73.96934,3,40,5,0.13,1,0,1,0,0,0,0.0,0.18
2661098,164,40.72786,-73.86946,2,55,2,0.2,1,0,0,0,1,0,0.68,0.27
2663243,215,40.70585,-73.92698,2,69,5,0.1,2,0,1,0,0,0,0.0,0.13
2663296,87,40.73657,-73.98019000000001,1,200,3,0.09,1,0,0,1,0,0,0.0,0.13
2664975,29,40.699870000000004,-73.92551999999999,1,100,1,1.65,1,0,1,0,0,0,2.54,2.33
2668311,8,40.63465,-74.02365999999999,1,53,20,0.27,1,0,1,0,0,0,1.67,0.36
2669352,203,40.795120000000004,-73.97091999999999,2,425,3,0.39,1,0,0,1,0,0,2.77,0.54
2669366,39,40.84192,-73.91108,2,40,3,0.72,2,1,0,0,0,0,2.22,1.03
2670522,215,40.71209,-73.95196,2,40,2,0.5,1,0,1,0,0,0,0.0,0.72
2671402,215,40.716390000000004,-73.95271,1,150,4,0.0,1,0,1,0,0,0,0.0,0.0
2671737,207,40.83677,-73.94314,2,65,3,0.02,1,0,0,1,0,0,0.0,0.02
2674267,203,40.77848,-73.98334,2,109,1,4.58,4,0,0,1,0,0,0.78,6.46
2677779,105,40.75107,-73.87654,2,60,5,1.05,1,0,0,0,1,0,2.64,1.48
2678773,215,40.71262,-73.95291999999999,1,180,3,0.21,2,0,1,0,0,0,0.0,0.29
2679171,118,40.74627,-73.94666,2,95,2,1.98,1,0,0,0,1,0,0.3,2.83
2683387,128,40.76419,-73.98018,2,140,7,0.82,3,0,0,1,0,0,2.25,1.1
2683455,118,40.74749,-73.92089,1,155,3,0.07,1,0,0,0,1,0,0.0,0.09
2683758,95,40.80494,-73.95638000000001,1,105,5,2.09,1,0,0,1,0,0,0.09,2.96
2684223,14,40.6821,-73.91632,2,45,2,0.83,1,0,1,0,0,0,2.77,1.19
2685701,215,40.709340000000005,-73.9627,1,330,10,0.02,1,0,1,0,0,0,0.0,0.02
2685844,52,40.66733,-73.95666999999999,2,50,30,0.0,1,0,1,0,0,0,2.13,0.0
2686002,128,40.754129999999996,-73.96791999999999,2,100,2,3.1,1,0,0,1,0,0,2.32,4.44
2686412,42,40.68274,-73.96486999999999,2,49,3,1.16,1,0,1,0,0,0,2.16,1.66
2687083,14,40.68571,-73.95033000000001,1,65,1,0.09,1,0,1,0,0,0,0.74,0.02
2687375,95,40.82305,-73.93739000000001,2,70,1,0.11,1,0,0,1,0,0,0.0,0.13
2687606,87,40.73701,-73.98241999999999,1,180,3,0.11,1,0,0,1,0,0,0.0,0.16
2690370,118,40.74606,-73.95765,1,130,30,0.02,1,0,0,0,1,0,0.0,0.02
2694274,81,40.69265,-73.97009,1,225,3,1.51,2,0,1,0,0,0,0.85,2.13
2694916,96,40.767109999999995,-73.98371,1,225,30,0.0,12,0,0,1,0,0,2.61,0.0
2695367,207,40.84203,-73.93985,2,85,2,0.63,1,0,0,1,0,0,2.42,0.54
2695372,113,40.74035,-73.98114,1,125,2,0.0,2,0,0,1,0,0,0.0,0.0
2695469,96,40.764790000000005,-73.98455,1,99,30,0.14,8,0,0,1,0,0,0.81,0.18
2698645,118,40.743320000000004,-73.95425999999999,2,95,2,2.92,1,0,0,0,1,0,1.06,4.15
2698984,213,40.79721,-73.816,1,400,3,0.15,1,0,0,0,1,0,2.13,0.16
2700296,95,40.8084,-73.95123000000001,2,99,3,1.28,3,0,0,1,0,0,2.33,1.82
2700596,95,40.80697,-73.95203000000001,2,85,3,1.6,3,0,0,1,0,0,2.59,2.24
2702351,95,40.82907,-73.94939000000001,1,90,5,0.25,1,0,0,1,0,0,0.02,0.36
2702489,29,40.69574,-73.93111,1,85,5,0.66,3,0,1,0,0,0,0.29,0.72
2707194,207,40.83482,-73.94617,1,130,6,0.08,1,0,0,1,0,0,0.0,0.11
2707824,146,40.72173,-73.99383,2,95,1,0.75,1,0,0,1,0,0,0.0,0.72
2708371,92,40.72595,-73.94143000000001,1,149,30,0.08,52,0,1,0,0,0,2.59,0.04
2710417,92,40.728120000000004,-73.94704,1,225,7,0.04,1,0,1,0,0,0,0.0,0.04
2710442,215,40.70666,-73.9506,1,135,2,0.03,1,0,1,0,0,0,0.0,0.04
2711082,96,40.7678,-73.9868,1,140,2,0.73,1,0,0,1,0,0,0.0,0.92
2713887,202,40.77518,-73.95618,1,200,5,0.07,1,0,0,1,0,0,0.0,0.09
2714699,92,40.727129999999995,-73.94141,1,159,30,0.12,52,0,1,0,0,0,2.48,0.16
2716009,163,40.67795,-74.00747,1,200,2,1.68,1,0,1,0,0,0,0.62,0.38
2716889,52,40.67203,-73.93494,1,155,28,0.36,2,0,1,0,0,0,2.55,0.52
2716929,183,40.664809999999996,-73.97807,1,125,150,0.29,1,0,1,0,0,0,0.0,0.4
2719640,156,40.800909999999995,-73.91449,2,71,4,0.37,2,1,0,0,0,0,0.34,0.4
2719792,29,40.69895,-73.93249,2,75,2,1.22,2,0,1,0,0,0,2.02,0.58
2721610,202,40.77107,-73.95322,1,275,3,0.11,3,0,0,1,0,0,1.19,0.16
2722391,215,40.70024,-73.95047,2,70,7,0.0,1,0,1,0,0,0,0.0,0.0
2722693,192,40.76351,-73.98431,1,250,1,0.02,1,0,0,1,0,0,0.0,0.02
2722983,215,40.70404,-73.93496,1,200,2,2.03,1,0,1,0,0,0,0.49,2.9
2723019,160,40.6582,-73.95688,1,90,30,0.08,1,0,1,0,0,0,2.36,0.07
2723338,14,40.690259999999995,-73.92701,2,50,4,0.09,2,0,1,0,0,0,0.0,0.04
2723515,42,40.694179999999996,-73.9677,1,124,4,1.06,1,0,1,0,0,0,1.25,1.46
2723554,35,40.73942,-73.99629,1,110,25,0.0,1,0,0,1,0,0,0.0,0.0
2727166,5,40.7558,-73.92376999999999,2,50,5,0.59,1,0,0,0,1,0,2.38,0.83
2727766,62,40.79121,-73.94793,2,75,2,0.02,1,0,0,1,0,0,0.0,0.02
2728293,65,40.7221,-73.98259,2,90,4,0.03,1,0,0,1,0,0,0.0,0.02
2730497,14,40.68058,-73.93856,1,130,3,1.45,1,0,1,0,0,0,1.88,2.07
2735650,203,40.794959999999996,-73.97349,1,140,1,0.3,1,0,0,1,0,0,0.0,0.43
2736911,109,40.64468,-73.97208,1,200,3,0.03,1,0,1,0,0,0,0.0,0.04
2738377,32,40.68322,-73.99248,1,350,5,0.12,1,0,1,0,0,0,0.0,0.13
2739420,95,40.80966,-73.94711,1,100,2,0.39,1,0,0,1,0,0,0.0,0.52
2739577,118,40.7625,-73.93919,1,225,1,0.02,1,0,0,0,1,0,0.0,0.02
2739707,14,40.68286,-73.93055,2,65,1,0.07,2,0,1,0,0,0,0.0,0.07
2739793,29,40.69686,-73.93042,1,145,5,2.75,2,0,1,0,0,0,2.09,3.84
2739884,96,40.75927,-73.99223,1,189,5,0.25,1,0,0,1,0,0,0.0,0.31
2739978,93,40.73085,-73.99421,1,265,3,0.1,1,0,0,1,0,0,0.22,0.13
2743624,128,40.765440000000005,-73.98186,1,409,1,0.05,1,0,0,1,0,0,0.0,0.07
2744106,81,40.69226,-73.98056,2,95,4,0.19,1,0,1,0,0,0,0.0,0.27
2744185,95,40.81677,-73.94371,2,175,3,1.41,1,0,0,1,0,0,2.46,2.0
2745620,55,40.77138,-73.90895,2,55,1,1.82,5,0,0,0,1,0,0.23,2.58
2748064,96,40.7645,-73.99314,1,200,4,0.57,1,0,0,1,0,0,1.88,0.81
2748094,65,40.73243,-73.98906,1,200,5,0.81,1,0,0,1,0,0,0.67,1.14
2748128,29,40.6982,-73.92851999999999,2,69,1,2.89,4,0,1,0,0,0,2.13,3.57
2751311,215,40.71813,-73.95869,1,135,5,0.53,1,0,1,0,0,0,0.58,0.74
2752977,32,40.68009,-74.00009,1,325,4,0.2,1,0,1,0,0,0,0.0,0.27
2754006,120,40.71542,-73.98510999999999,2,95,2,4.2,1,0,0,1,0,0,0.14,5.99
2754179,202,40.772490000000005,-73.95756,1,117,30,0.09,29,0,0,1,0,0,2.26,0.07
2755909,207,40.84915,-73.93848,2,59,30,1.33,2,0,0,1,0,0,0.75,1.46
2756159,35,40.74389,-73.99835,3,85,2,1.03,4,0,0,1,0,0,1.3,1.46
2757036,78,40.75606,-73.81954,2,55,1,0.82,4,0,0,0,1,0,2.53,1.14
2760968,215,40.71614,-73.96134,2,80,2,5.54,1,0,1,0,0,0,0.1,7.83
2761766,152,40.66587,-73.97881,1,115,13,0.04,1,0,1,0,0,0,0.0,0.04
2763206,128,40.75967,-73.96595,2,78,12,0.74,1,0,0,1,0,0,0.37,0.97
2764516,65,40.72278,-73.98496999999999,2,150,3,0.6,3,0,0,1,0,0,2.71,0.85
2769718,152,40.67736,-73.98084,1,195,5,0.05,1,0,1,0,0,0,0.0,0.07
2771126,42,40.68998,-73.96072,1,142,10,0.13,1,0,1,0,0,0,1.19,0.18
2771877,203,40.78694,-73.97384,1,150,20,0.0,1,0,0,1,0,0,0.0,0.0
2772111,79,40.86705,-73.88545,3,55,7,0.16,1,1,0,0,0,0,2.77,0.22
2773754,217,40.66044,-73.97977,1,97,30,0.12,1,0,1,0,0,0,2.14,0.11
2774381,75,40.64602,-73.95964000000001,1,70,20,0.21,1,0,1,0,0,0,1.6,0.25
2774934,203,40.77024,-73.98746,3,70,1,3.53,1,0,0,1,0,0,1.99,5.05
2775553,203,40.77852,-73.98577,2,155,5,0.4,1,0,0,1,0,0,0.67,0.54
2776119,14,40.697070000000004,-73.93914000000001,1,68,30,0.09,1,0,1,0,0,0,0.0,0.07
2778250,95,40.83252,-73.94915999999999,2,68,9,0.61,1,0,0,1,0,0,0.98,0.7
2781747,32,40.68235,-74.00046999999999,1,150,2,1.33,1,0,1,0,0,0,0.4,1.17
2782449,32,40.68238,-73.99481,1,150,4,0.0,1,0,1,0,0,0,0.0,0.0
2783468,202,40.77349,-73.95137,1,150,6,0.02,1,0,0,1,0,0,0.0,0.02
2784311,65,40.72105,-73.9814,2,100,1,0.07,1,0,0,1,0,0,2.77,0.02
2786015,95,40.817809999999994,-73.94577,1,110,30,1.61,2,0,0,1,0,0,2.51,2.27
2788298,81,40.69056,-73.98038000000001,1,150,3,0.02,1,0,1,0,0,0,0.0,0.02
2789713,20,40.68671,-73.98952,1,160,5,0.0,1,0,1,0,0,0,0.18,0.0
2791446,35,40.74309,-73.99436,1,218,6,0.9,1,0,0,1,0,0,2.31,1.19
2791688,146,40.721059999999994,-73.99417,1,430,1,0.38,4,0,0,1,0,0,0.11,0.54
2791758,215,40.711729999999996,-73.94955,2,79,3,2.83,2,0,1,0,0,0,0.84,2.58
2791797,210,40.73571,-74.00375,1,120,1,0.91,1,0,0,1,0,0,0.75,1.3
2793004,26,40.69297,-73.99758,1,200,5,0.67,1,0,1,0,0,0,0.11,0.94
2793630,36,40.71418,-73.99295,2,120,5,0.19,3,0,0,1,0,0,0.0,0.27
2793740,65,40.72266,-73.98337,2,250,3,0.0,1,0,0,1,0,0,2.77,0.0
2793834,203,40.791940000000004,-73.96913,1,200,30,0.45,3,0,0,1,0,0,0.0,0.63
2794725,41,40.62578,-74.07356,1,75,1,0.02,1,0,0,0,0,1,0.0,0.02
2794734,44,40.688109999999995,-73.99421,1,175,1,0.03,1,0,1,0,0,0,0.0,0.04
2794762,14,40.682109999999994,-73.93876,1,76,31,0.04,1,0,1,0,0,0,2.53,0.02
2799360,203,40.78414,-73.9783,1,75,1,0.1,1,0,0,1,0,0,0.0,0.04
2801214,52,40.67301,-73.95312,1,400,30,0.35,2,0,1,0,0,0,1.3,0.49
2801300,78,40.75611,-73.81957,2,75,1,0.77,4,0,0,0,1,0,2.7,1.08
2803013,96,40.7642,-73.99133,1,189,3,0.02,1,0,0,1,0,0,0.0,0.02
2803944,221,40.74235,-73.90375,2,55,1,0.02,1,0,0,0,1,0,0.0,0.02
2803981,215,40.71389,-73.9657,2,80,5,0.18,1,0,1,0,0,0,0.0,0.25
2804065,29,40.70012,-73.93061999999999,2,69,3,0.31,1,0,1,0,0,0,1.81,0.43
2804557,131,40.805040000000005,-73.96454,2,100,4,0.02,1,0,0,1,0,0,0.0,0.02
2804989,190,40.74405,-73.91502,1,100,1,0.02,1,0,0,0,1,0,0.0,0.02
2805293,210,40.7339,-74.00177,1,300,5,0.3,1,0,0,1,0,0,1.66,0.43
2806791,207,40.83333,-73.94181999999999,2,53,3,3.29,2,0,0,1,0,0,0.89,4.69
2807615,203,40.78882,-73.97945,1,179,2,0.26,1,0,0,1,0,0,0.0,0.34
2807939,75,40.6435,-73.96065,1,100,8,0.0,1,0,1,0,0,0,0.0,0.0
2814076,5,40.7576,-73.92698,1,130,4,0.82,1,0,0,0,1,0,1.29,1.01
2814931,156,40.80554,-73.92605999999999,1,120,4,1.54,2,1,0,0,0,0,0.0,2.0
2816152,92,40.7202,-73.95191,2,150,7,0.42,1,0,1,0,0,0,0.12,0.56
2817967,202,40.77125,-73.95735,1,105,30,0.09,29,0,0,1,0,0,2.01,0.11
2818471,14,40.685759999999995,-73.92211,1,150,1,3.19,3,0,1,0,0,0,1.59,4.42
2821079,203,40.775890000000004,-73.98188,1,200,1,0.02,1,0,0,1,0,0,0.0,0.02
2821294,207,40.834179999999996,-73.94274,2,39,30,0.3,6,0,0,1,0,0,1.28,0.4
2821782,95,40.8068,-73.94258,1,67,5,0.12,1,0,0,1,0,0,0.0,0.13
2823023,128,40.76147,-73.9761,1,200,4,0.93,1,0,0,1,0,0,0.24,0.16
2824329,92,40.7254,-73.94136,1,129,30,0.05,52,0,1,0,0,0,2.55,0.07
2825322,14,40.681909999999995,-73.95136,2,55,1,1.11,15,0,1,0,0,0,2.33,1.5
2830518,5,40.76123,-73.92177,2,65,50,0.48,1,0,0,0,1,0,1.5,0.67
2831424,202,40.77065,-73.95495,1,100,3,0.29,1,0,0,1,0,0,0.0,0.4
2833998,95,40.80925,-73.94226,2,55,5,0.0,1,0,0,1,0,0,0.68,0.0
2835159,128,40.75546,-73.96762,1,240,1,0.02,1,0,0,1,0,0,0.0,0.02
2835711,93,40.73083,-74.0006,1,150,3,0.52,1,0,0,1,0,0,0.81,0.74
2835738,203,40.77397,-73.98241999999999,1,299,2,2.46,1,0,0,1,0,0,2.03,3.48
2836845,55,40.77297,-73.91604,1,160,2,2.78,1,0,0,0,1,0,2.04,3.93
2838061,62,40.78833,-73.94888,2,299,1,0.0,1,0,0,1,0,0,2.77,0.0
2838354,159,40.674459999999996,-73.96324,1,99,17,0.0,1,0,1,0,0,0,0.0,0.0
2845257,92,40.72733,-73.9404,1,199,30,0.08,52,0,1,0,0,0,2.36,0.11
2847633,93,40.72842,-73.99903,2,100,1,0.55,1,0,0,1,0,0,0.0,0.76
2847652,207,40.836870000000005,-73.94324,2,45,4,1.92,1,0,0,1,0,0,0.4,2.69
2848235,201,40.85711,-73.91594,2,44,2,2.13,4,1,0,0,0,0,0.53,3.03
2851945,32,40.68108,-73.99381,1,150,2,0.0,1,0,1,0,0,0,0.0,0.0
2854050,29,40.69727,-73.92373,2,100,20,0.0,1,0,1,0,0,0,0.0,0.0
2856036,120,40.71484,-73.98977,1,185,5,0.08,1,0,0,1,0,0,0.0,0.09
2856478,81,40.688790000000004,-73.97589,1,150,3,0.0,1,0,1,0,0,0,0.0,0.0
2856770,62,40.78587,-73.94764,1,650,2,1.76,2,0,0,1,0,0,2.15,1.5
2856890,215,40.71055,-73.95553000000001,2,100,2,0.18,1,0,1,0,0,0,0.0,0.25
2858010,95,40.80005,-73.95212,2,111,3,1.65,1,0,0,1,0,0,2.41,2.33
2862900,96,40.76634,-73.98719,1,99,30,0.19,8,0,0,1,0,0,1.06,0.18
2863223,215,40.70665,-73.95067,2,75,7,0.31,1,0,1,0,0,0,0.66,0.4
2863408,202,40.77233,-73.95626999999999,1,103,30,0.06,29,0,0,1,0,0,2.55,0.07
2863530,5,40.77182,-73.93129,1,130,4,1.55,1,0,0,0,1,0,0.0,1.26
2863589,203,40.79193,-73.97443,1,109,30,0.34,8,0,0,1,0,0,0.68,0.45
2863696,215,40.7196,-73.96335,2,95,3,0.0,3,0,1,0,0,0,0.0,0.0
2864637,81,40.690529999999995,-73.9791,1,100,5,0.05,1,0,1,0,0,0,0.0,0.07
2865117,152,40.66977,-73.98305,1,155,29,0.08,1,0,1,0,0,0,0.45,0.11
2867115,190,40.745470000000005,-73.93184000000001,2,60,2,2.64,1,0,0,0,1,0,0.9,1.23
2867463,183,40.66372,-73.97793,1,195,6,0.18,1,0,1,0,0,0,0.1,0.25
2870603,105,40.75625,-73.87541999999999,1,69,6,1.25,1,0,0,0,1,0,0.23,1.75
2870840,207,40.850840000000005,-73.94125,2,72,2,1.05,1,0,0,1,0,0,2.36,1.46
2872288,52,40.67007,-73.94729,1,300,2,0.24,1,0,1,0,0,0,1.7,0.29
2872353,202,40.77105,-73.95727,1,119,30,0.13,29,0,0,1,0,0,2.58,0.09
2874695,215,40.71242,-73.96793000000001,2,100,30,0.09,1,0,1,0,0,0,2.25,0.11
2874932,42,40.6907,-73.96732,2,199,1,1.14,11,0,1,0,0,0,2.76,1.62
2875923,95,40.821490000000004,-73.93718,2,75,1,0.33,2,0,0,1,0,0,0.96,0.07
2876055,215,40.71376,-73.94239,2,100,21,1.22,2,0,1,0,0,0,0.73,1.39
2879157,131,40.81153,-73.95855999999999,1,125,2,1.0,2,0,0,1,0,0,0.0,0.61
2880336,167,40.71046,-73.91786,1,95,5,0.4,1,0,0,0,1,0,0.0,0.56
2880806,215,40.719229999999996,-73.95684,1,295,2,1.74,3,0,1,0,0,0,1.15,2.47
2880864,5,40.77162,-73.92626,2,149,1,0.17,1,0,0,0,1,0,2.77,0.22
2882666,203,40.79972,-73.96418,1,150,10,0.1,1,0,0,1,0,0,0.0,0.13
2883054,52,40.67335,-73.91881,1,100,5,2.87,1,0,1,0,0,0,1.63,3.97
2887581,159,40.67353,-73.96505,2,45,20,0.0,2,0,1,0,0,0,0.0,0.0
2887761,210,40.72965,-74.00397,1,385,5,0.75,1,0,0,1,0,0,1.37,0.99
2888088,75,40.6435,-73.96208,1,87,2,3.31,2,0,1,0,0,0,1.77,2.96
2888877,113,40.74288,-73.9803,1,180,4,0.1,1,0,0,1,0,0,1.4,0.11
2889377,78,40.754940000000005,-73.81818,2,59,2,0.78,4,0,0,0,1,0,1.41,1.08
2889387,187,40.6427,-74.08001,2,95,2,3.74,1,0,0,0,0,1,2.01,5.25
2889781,202,40.772909999999996,-73.95176,1,130,25,0.05,1,0,0,1,0,0,1.22,0.07
2895511,14,40.6847,-73.91624,1,120,5,2.2,1,0,1,0,0,0,1.93,3.05
2895820,65,40.73362,-73.9892,2,113,2,4.05,1,0,0,1,0,0,0.31,5.72
2896760,55,40.77503,-73.91882,2,60,1,2.14,4,0,0,0,1,0,2.35,3.03
2897507,14,40.68105,-73.95783,2,40,7,0.5,1,0,1,0,0,0,1.68,0.36
2897714,138,40.74923,-73.97849000000001,1,250,5,0.03,1,0,0,1,0,0,0.0,0.04
2899082,215,40.71853,-73.96287,1,150,3,0.0,1,0,1,0,0,0,0.0,0.0
2904330,159,40.68183,-73.97195,1,450,30,0.0,1,0,1,0,0,0,0.0,0.0
2904571,32,40.677859999999995,-73.99871,1,149,6,0.04,1,0,1,0,0,0,0.0,0.04
2906314,215,40.71264,-73.94017,1,169,4,0.54,1,0,1,0,0,0,0.0,0.74
2908211,152,40.68006,-73.97759,2,105,2,1.4,1,0,1,0,0,0,0.71,1.98
