Id,Departement,Quartier,Latitude,Longitude,Type_chambre,Prix,Minimum_nuit,Avis_par_mois,Nombre_list_hote,Disponabilitie_365_scale,Nombre_avis_scale
6760295,2,92,40.73511,-73.95551,2,75,7,0.03,1,0.0,0.02
6760353,2,29,40.69545,-73.92336,1,85,5,0.04,1,0.0,0.04
6760893,3,62,40.79596,-73.94958000000001,1,124,3,0.14,1,0.0,0.13
6761084,3,207,40.85322,-73.93563,1,89,2,0.79,1,2.63,0.56
6761717,2,26,40.690090000000005,-73.99355,1,195,3,0.02,1,0.0,0.02
6761985,2,215,40.71374,-73.9627,1,160,3,0.55,1,1.47,0.61
6763899,3,95,40.81791,-73.95357,2,60,1,0.1,1,0.0,0.11
6764316,2,54,40.703179999999996,-73.9878,2,125,3,3.67,1,0.84,4.06
6764999,3,210,40.7342,-74.00854,1,225,2,0.12,1,0.0,0.13
6765697,4,5,40.76855,-73.92583,2,86,4,0.59,1,2.77,0.63
6765965,2,215,40.71128,-73.954,1,119,4,0.12,1,0.0,0.13
6766169,2,52,40.66922,-73.94682,1,70,15,0.19,1,0.0,0.2
6766259,4,5,40.7665,-73.91759,2,75,1,0.22,1,2.71,0.22
6766662,4,5,40.76964,-73.91402,1,150,3,0.06,1,0.0,0.07
6766875,2,81,40.69297,-73.9741,1,145,25,0.02,1,0.0,0.02
6766894,2,215,40.70965,-73.94411,2,115,1,0.0,1,0.0,0.0
6766908,2,160,40.655770000000004,-73.95903,1,130,5,0.15,1,0.0,0.16
6767047,2,29,40.69047,-73.91565,2,53,21,0.49,8,0.87,0.54
6767603,3,128,40.75861,-73.96939,2,110,1,0.0,1,0.0,0.0
6767911,3,203,40.79745,-73.96936,1,130,4,0.32,3,0.0,0.36
6768399,4,78,40.75443,-73.80787,2,48,2,1.07,3,1.16,1.19
6769535,4,184,40.685109999999995,-73.76012,1,105,3,0.14,3,0.0,0.16
6775098,3,93,40.72835,-74.00259,1,150,1,0.0,1,0.0,0.0
6775943,4,218,40.689820000000005,-73.85379,1,65,2,2.4,3,2.36,1.91
6776230,4,167,40.70966,-73.90064,1,100,4,0.02,1,0.0,0.02
6776698,4,218,40.68955,-73.85348,2,39,2,5.28,3,2.63,5.88
6776711,3,202,40.769659999999995,-73.95319,1,150,5,0.04,1,0.0,0.04
6777603,2,29,40.6987,-73.91578,2,50,2,0.56,3,0.0,0.63
6778776,3,207,40.83705,-73.9399,2,55,7,0.09,1,0.0,0.09
6779136,3,210,40.73212,-74.01051,1,195,1,0.02,1,0.0,0.02
6780285,2,215,40.7154,-73.93866,1,295,30,0.13,1,0.0,0.13
6781648,3,210,40.73643,-74.00350999999999,1,140,4,0.0,1,0.0,0.0
6782407,2,215,40.71354,-73.93881999999999,2,45,1,0.0,1,0.0,0.0
6782841,2,29,40.69058,-73.91471,2,50,91,0.85,8,1.66,0.94
6783518,2,14,40.68247,-73.94243,2,75,3,0.0,1,0.0,0.0
6784171,3,116,40.71968,-73.9968,2,110,4,0.26,1,0.0,0.27
6784207,2,29,40.69959,-73.92975,2,64,2,1.0,2,2.42,1.08
6784378,2,160,40.65894,-73.95947,2,75,2,0.22,1,0.4,0.22
6784406,3,74,40.70793,-74.00411,2,125,1,0.0,1,0.0,0.0
6784669,3,202,40.76644,-73.95803000000001,1,130,1,0.13,1,0.0,0.13
6784807,4,221,40.74375,-73.90678,2,50,2,0.42,2,0.0,0.36
6784873,2,92,40.72298,-73.94545,1,270,4,0.09,1,0.05,0.09
6784908,3,104,40.87211,-73.91544,1,78,30,0.09,1,0.11,0.04
6786181,2,61,40.64345,-73.93643,1,100,2,3.18,2,2.6,3.52
6786761,3,96,40.76037,-73.99084,2,155,1,3.57,11,1.88,3.95
6787310,3,96,40.76044,-73.98903,2,210,1,3.69,11,1.89,4.09
6791173,2,52,40.67852,-73.9557,2,59,1,0.02,2,0.0,0.02
6792415,2,92,40.72278,-73.94478000000001,1,140,2,0.17,1,0.0,0.18
6792702,2,92,40.73632,-73.95445,2,59,3,0.0,1,0.0,0.0
6792888,4,190,40.74589,-73.91956,1,89,5,0.09,1,0.0,0.09
6794912,3,104,40.86623,-73.91993000000001,2,50,1,0.02,1,0.0,0.02
6795252,2,14,40.69393,-73.94438000000001,2,85,3,0.0,1,0.0,0.0
6795568,3,96,40.7614,-73.98954,2,155,1,3.66,11,1.85,4.02
6795657,3,95,40.83174,-73.94686,2,75,1,3.13,4,2.69,3.01
6796530,2,86,40.67928,-73.98254,2,98,1,4.85,1,1.79,5.34
6797129,3,203,40.778240000000004,-73.97700999999999,1,375,1,0.0,1,0.0,0.0
6797564,3,87,40.73727,-73.98432,1,120,1,0.0,1,0.0,0.0
6797905,3,202,40.77734,-73.95997,1,150,8,0.0,1,0.0,0.0
6798068,2,215,40.70995,-73.96609000000001,1,102,10,0.2,1,2.1,0.18
6798811,2,129,40.61291,-73.94972,1,85,2,0.41,1,0.0,0.45
6799118,2,163,40.677279999999996,-74.00572,1,80,1,0.0,2,0.0,0.0
6799130,2,163,40.676590000000004,-74.00643000000001,2,35,10,0.02,2,0.0,0.02
6799692,3,96,40.7618,-73.99093,2,255,1,3.91,11,2.32,4.31
6799814,3,96,40.76207,-73.98945,2,245,1,3.29,11,0.01,3.64
6799895,3,96,40.76146,-73.99109,2,155,1,4.1,11,1.82,4.51
6799932,3,96,40.76015,-73.99086,2,155,1,4.07,11,1.82,4.49
6799944,2,75,40.65348,-73.95978000000001,2,148,1,0.24,2,0.68,0.27
6799957,3,96,40.75987,-73.99056,2,155,1,4.13,11,1.6,4.56
6799999,3,96,40.76036,-73.99073,2,165,1,3.16,11,2.06,3.43
6800277,3,96,40.76185,-73.99126,2,155,1,3.86,11,1.86,4.24
6800548,2,215,40.712959999999995,-73.96148000000001,1,389,3,0.37,3,0.0,0.4
6800576,3,95,40.81456,-73.94159,2,65,2,2.12,4,1.37,2.36
6800858,2,215,40.71481,-73.96262,2,89,8,0.13,3,0.0,0.13
6804319,2,52,40.67702,-73.96261,1,250,5,0.06,1,0.0,0.07
6805817,3,203,40.793040000000005,-73.97725,2,125,1,0.0,1,0.0,0.0
6806165,3,207,40.8334,-73.93913,2,81,2,0.16,2,0.0,0.18
6806282,3,65,40.729490000000006,-73.98012,2,80,1,0.0,1,0.0,0.0
6807079,2,52,40.67367,-73.96079,1,200,5,0.06,2,1.19,0.07
6807281,2,160,40.66233,-73.9615,1,130,7,0.02,1,0.0,0.02
6807871,3,113,40.74362,-73.98058,1,100,6,0.08,1,0.0,0.09
6808818,2,29,40.68908,-73.91452,2,61,2,1.22,8,0.77,1.32
6809332,3,210,40.73728,-74.00773000000001,1,95,5,0.09,1,0.0,0.09
6812061,4,124,40.73878,-73.89423000000001,2,65,2,1.87,6,0.6,2.07
6812270,2,14,40.68587,-73.92094,2,40,5,0.08,1,0.0,0.09
6812456,2,75,40.65303,-73.96164,1,120,6,0.1,2,0.0,0.02
6812690,2,29,40.690540000000006,-73.91403000000001,2,59,2,0.83,8,1.66,0.81
6812717,3,7,40.70944,-74.01829000000001,1,100,21,0.0,1,1.69,0.0
6812924,4,5,40.762190000000004,-73.91963,1,135,1,4.65,3,0.68,5.14
6813041,2,81,40.6892,-73.96976,2,50,1,0.0,1,0.0,0.0
6813226,3,203,40.79866,-73.9681,1,460,4,0.23,3,0.0,0.25
6820048,2,14,40.685520000000004,-73.93581,1,110,4,0.31,1,0.74,0.34
6820637,2,20,40.68724,-73.98595999999999,1,225,2,0.49,1,1.44,0.54
6821839,4,105,40.751290000000004,-73.88784,1,135,5,0.17,1,0.0,0.18
6821978,2,42,40.68636,-73.96207,1,125,1,0.02,1,0.0,0.02
6822519,2,29,40.69859,-73.92401,2,64,5,0.65,1,0.0,0.72
6822854,2,29,40.6904,-73.91538,2,58,6,0.63,8,1.12,0.7
6823578,3,207,40.84872,-73.93633,2,69,1,0.02,1,0.0,0.02
6824996,3,202,40.76806,-73.95227,2,59,1,0.0,2,0.0,0.0
6827028,2,14,40.6888,-73.93545,1,177,3,3.02,2,1.98,3.23
6829632,2,29,40.7027,-73.92511999999999,1,150,1,0.0,1,0.0,0.0
6829746,2,215,40.70412,-73.93555,2,69,14,0.02,2,0.0,0.02
6829990,2,81,40.6886,-73.97409,1,275,4,0.02,1,1.11,0.02
6831518,3,35,40.74733,-73.99023000000001,2,99,1,0.39,1,0.0,0.38
6832599,2,215,40.71647,-73.93824000000001,2,65,1,0.0,1,0.0,0.0
6833000,3,202,40.76716,-73.96366,1,135,3,0.09,1,0.0,0.09
6833049,3,210,40.73185,-74.00271,1,150,4,0.1,1,0.0,0.11
6833395,3,120,40.71321,-73.99099,1,2000,1,0.39,1,2.77,0.4
6833755,2,14,40.68175,-73.91144,1,90,2,3.65,1,1.44,0.52
6833911,2,215,40.70299,-73.93585,2,59,5,0.04,2,0.0,0.04
6834972,2,32,40.682759999999995,-74.00016,1,275,4,0.0,1,0.0,0.0
6835487,3,120,40.71966,-73.98165999999999,1,215,14,0.02,1,0.0,0.02
6836485,2,75,40.6412,-73.95302,1,70,2,3.34,1,1.69,3.37
6837529,3,120,40.72082,-73.98592,2,135,1,0.12,1,0.0,0.13
6843145,3,203,40.78787,-73.97116,1,200,3,0.16,1,0.0,0.13
6845877,3,202,40.773720000000004,-73.94986,1,120,1,0.12,1,0.0,0.13
6846956,2,215,40.715709999999994,-73.96556,1,85,3,1.9,1,0.1,2.09
6847053,3,131,40.81103,-73.95804,2,82,1,0.0,1,0.0,0.0
6849332,3,207,40.85151,-73.93789,1,105,2,0.0,1,0.0,0.0
6850752,2,215,40.709540000000004,-73.94808,2,52,20,0.23,1,0.0,0.13
6850801,2,160,40.6613,-73.94457,1,250,4,0.0,1,0.0,0.0
6851685,3,207,40.8395,-73.9447,2,145,3,0.02,1,0.02,0.02
6851700,2,32,40.67416,-73.99955,2,40,1,0.0,1,0.0,0.0
6852315,3,93,40.729,-74.00066,1,245,3,0.38,1,2.33,0.4
6852731,2,92,40.729820000000004,-73.95503000000001,1,120,3,0.05,1,0.0,0.04
6853271,3,35,40.74153,-74.00036,1,150,2,2.29,1,2.42,2.38
6853661,3,120,40.71905,-73.98487,1,250,2,0.04,1,0.0,0.04
6853752,2,215,40.71332,-73.94951999999999,1,295,2,0.0,3,0.0,0.0
6853761,2,215,40.712379999999996,-73.94776,1,125,4,3.01,3,0.08,3.32
6854013,2,14,40.683820000000004,-73.9215,1,120,2,0.0,1,0.0,0.0
6854221,2,92,40.73376,-73.95443,2,40,7,0.05,1,0.0,0.04
6854372,2,14,40.68645,-73.92425,2,55,1,0.04,1,0.0,0.04
6854404,3,74,40.70892,-74.01325,1,130,14,0.02,1,0.0,0.02
6855514,3,62,40.79487,-73.93477,2,110,2,1.39,5,0.33,1.53
6860656,3,95,40.82094,-73.95622,2,185,2,0.33,1,1.18,0.31
6862191,2,54,40.70212,-73.9851,1,245,3,0.16,2,0.0,0.18
6862482,3,128,40.76493,-73.98066,1,700,2,0.1,1,0.48,0.11
6862600,2,152,40.66722,-73.97811,1,215,2,0.05,1,0.0,0.04
6863691,2,86,40.68338,-73.98657,1,250,29,0.36,4,2.28,0.36
6863948,3,113,40.742290000000004,-73.98165,1,150,2,0.04,1,0.0,0.04
6864482,2,14,40.69468,-73.94729,2,80,1,0.0,1,0.0,0.0
6865053,3,120,40.714490000000005,-73.9874,2,89,3,1.38,1,1.91,1.53
6865662,3,65,40.72148,-73.98235,1,244,2,0.45,1,0.01,0.49
6866040,2,215,40.71117,-73.95291999999999,2,74,3,0.66,1,0.14,0.2
6866061,2,52,40.66689,-73.95881999999999,1,88,1,0.17,1,0.0,0.18
6866397,3,120,40.72215,-73.9914,1,150,30,0.36,7,0.0,0.38
6866960,2,61,40.63868,-73.95049,1,150,4,1.93,3,2.43,2.09
6867325,3,95,40.82443,-73.93843000000001,2,40,2,0.55,2,2.62,0.61
6869363,3,203,40.78748,-73.98023,1,150,1,0.0,1,0.0,0.0
6869940,4,5,40.77199,-73.93159,2,55,15,0.02,2,0.0,0.02
6871251,3,203,40.7787,-73.98088,1,259,3,0.41,1,0.0,0.45
6871600,3,146,40.7214,-73.99635,2,100,1,0.38,3,0.0,0.4
6879485,2,92,40.72424,-73.95303,1,125,1,0.02,1,0.0,0.02
6880873,2,75,40.65194,-73.95997,1,85,2,0.05,2,0.0,0.04
6880990,3,95,40.83019,-73.94991,2,75,2,0.02,1,0.0,0.02
6881827,3,96,40.76308,-73.99,2,190,2,0.0,1,0.0,0.0
6882689,3,120,40.71952,-73.98535,1,198,2,0.35,1,0.0,0.38
6883096,4,5,40.762570000000004,-73.92634,1,300,2,0.27,1,2.77,0.29
6883404,3,35,40.73983,-73.9988,1,295,1,0.35,1,1.33,0.38
6884147,2,29,40.69296,-73.9242,2,50,1,0.0,1,0.0,0.0
6884254,2,14,40.686659999999996,-73.91972,2,35,1,0.02,1,0.0,0.02
6884509,2,215,40.71314,-73.95535,2,80,3,0.17,5,0.0,0.18
6884647,2,14,40.68786,-73.95211,1,200,5,0.0,1,0.0,0.0
6884974,2,92,40.72253,-73.94733000000001,2,110,1,0.02,1,0.0,0.02
6885369,2,75,40.6548,-73.95388,2,40,2,0.68,1,0.62,0.72
6885767,3,96,40.756029999999996,-73.99247,1,95,1,0.0,1,0.0,0.0
6885805,2,215,40.70748,-73.95503000000001,2,75,2,0.04,1,0.0,0.04
6886371,3,96,40.767340000000004,-73.98676,1,199,3,0.27,1,0.03,0.29
6887405,3,95,40.82878,-73.94625,2,50,1,0.02,1,0.0,0.02
6887755,2,90,40.596270000000004,-73.97287,1,109,2,4.7,2,0.55,5.03
6892731,2,176,40.58804,-73.95674,1,120,2,0.4,1,2.54,0.34
6895056,2,75,40.63967,-73.96424,2,50,27,0.06,1,0.13,0.07
6895123,2,92,40.73659,-73.95354,1,95,5,0.11,1,0.0,0.09
6896715,3,128,40.76003,-73.96969,1,180,30,0.0,1,1.34,0.0
6897911,2,215,40.720040000000004,-73.95615,2,100,3,1.07,1,2.62,1.14
6898240,3,113,40.74508,-73.97854,1,350,3,0.13,1,0.0,0.13
6898600,2,129,40.61679,-73.95521,1,89,7,0.1,1,1.91,0.11
6899995,3,62,40.78968,-73.94202,2,80,1,0.82,3,2.32,0.88
6900168,4,221,40.74198,-73.89558000000001,1,125,1,5.37,1,1.87,5.88
6901401,2,29,40.69712,-73.93325,1,155,2,2.86,3,1.9,2.56
6901484,2,215,40.71909,-73.95810999999999,2,62,1,0.05,1,0.0,0.02
6901734,3,95,40.800540000000005,-73.95496999999999,1,93,12,0.14,1,0.0,0.11
6901856,2,29,40.69768,-73.93359,2,80,2,1.04,3,1.89,1.14
6902147,2,52,40.676590000000004,-73.95416999999999,1,65,7,0.0,1,0.0,0.0
6902855,2,75,40.65146,-73.96634,1,120,5,0.39,1,0.01,0.43
6908140,2,42,40.694390000000006,-73.96898,1,450,7,0.04,1,0.0,0.02
6908209,3,35,40.74138,-74.00072,1,155,30,0.13,39,2.2,0.13
6908837,4,106,40.686370000000004,-73.79214,2,53,1,3.9,2,2.64,4.24
6909447,3,203,40.78267,-73.97661,1,150,3,0.26,1,0.0,0.29
6909615,3,207,40.84666,-73.9379,2,45,1,0.02,1,0.0,0.02
6910072,4,167,40.70588,-73.91464,2,85,1,0.02,1,0.0,0.02
6911965,2,217,40.66036,-73.98214,2,59,1,0.03,2,0.0,0.02
6912211,2,14,40.684020000000004,-73.95573,1,122,3,2.08,2,2.23,2.27
6913023,2,29,40.70035,-73.92316,2,75,1,0.0,1,0.0,0.0
6913240,4,164,40.725970000000004,-73.86131,2,80,4,0.04,1,0.0,0.04
6913431,2,14,40.68512,-73.95767,1,105,1,0.18,1,0.0,0.2
6913773,2,29,40.703759999999996,-73.91765,2,47,30,0.07,43,1.09,0.07
6913795,4,55,40.77228,-73.91345,1,75,3,0.04,1,0.0,0.04
6913969,2,29,40.70393,-73.91679,2,47,30,0.06,43,1.97,0.07
6914268,3,189,40.7339,-73.97743,2,45,1,0.0,1,0.0,0.0
6914516,3,65,40.727140000000006,-73.97894000000001,2,100,1,0.02,1,0.0,0.02
6915467,4,69,40.73713,-73.8741,2,85,1,0.02,2,0.0,0.02
6919797,3,96,40.76441,-73.99245,1,269,7,0.66,3,0.08,0.7
6919971,3,203,40.80108,-73.9705,1,70,1,0.03,1,0.0,0.02
6921004,2,215,40.71761,-73.9641,2,90,5,0.4,1,0.28,0.4
6921831,3,95,40.8122,-73.95246,2,172,3,0.17,1,0.0,0.18
6921974,2,215,40.7173,-73.9532,1,160,1,0.02,1,0.0,0.02
6921984,3,210,40.73323,-74.00434,1,198,2,0.07,1,0.0,0.07
6922490,3,65,40.72691,-73.98534000000001,1,154,2,0.81,1,0.0,0.83
6922505,2,92,40.72532,-73.95338000000001,1,230,2,0.13,2,2.07,0.13
6922758,2,44,40.68391,-73.99583,1,285,5,0.36,2,0.14,0.09
6923000,2,215,40.71199,-73.96021999999999,1,180,3,0.06,1,0.0,0.07
6923161,3,95,40.801520000000004,-73.9509,2,90,2,0.24,1,0.0,0.27
6924363,3,95,40.802859999999995,-73.94997,2,120,1,0.0,1,0.0,0.0
6924400,3,93,40.73256,-74.00008000000001,2,60,14,0.0,1,0.0,0.0
6924793,3,120,40.7179,-73.98477,1,99,2,1.17,1,0.0,1.28
6924942,3,62,40.79721,-73.94328,1,111,3,0.13,2,0.0,0.13
6925777,2,29,40.70479,-73.92316,2,40,7,0.11,1,0.0,0.11
6926449,2,75,40.64924,-73.96714,2,35,4,0.06,1,1.19,0.04
6926686,3,116,40.7185,-73.99805,2,95,5,0.02,1,0.0,0.02
6927027,2,215,40.71488,-73.96148000000001,2,89,8,0.04,3,0.0,0.04
6929738,3,202,40.76044,-73.96068000000001,1,195,30,0.2,34,2.31,0.16
6930780,2,14,40.68378,-73.93573,1,139,4,3.26,1,2.13,3.41
6933326,3,95,40.822309999999995,-73.95626,2,75,3,0.29,3,0.15,0.31
6933582,4,5,40.763709999999996,-73.92049,1,100,4,0.04,1,0.0,0.04
6934249,2,92,40.72464,-73.9533,1,149,7,0.15,1,0.0,0.16
6934770,4,5,40.76348,-73.91995,2,55,1,0.0,1,0.0,0.0
6936794,3,202,40.76348,-73.95884000000001,1,900,7,0.58,1,2.58,0.63
6936903,2,215,40.716159999999995,-73.94351999999999,1,199,7,0.06,1,0.0,0.07
6937480,2,29,40.70043,-73.92166999999999,2,70,5,0.02,1,0.0,0.02
6937871,2,217,40.66036,-73.98244,2,65,3,0.0,2,0.0,0.0
6937897,3,113,40.73873,-73.98153,3,800,30,0.02,1,0.0,0.02
6938378,3,95,40.81961,-73.93937,2,43,6,0.12,8,2.46,0.13
6938827,2,152,40.67177,-73.97882,1,229,3,0.46,1,0.0,0.49
6939024,3,65,40.72517,-73.98742,1,195,1,0.31,1,0.0,0.34
6939175,2,92,40.73407,-73.95314,1,150,14,0.06,1,0.0,0.07
6939597,1,135,40.80993,-73.92613,1,100,2,1.17,2,2.16,1.28
6939638,3,198,40.715,-74.0094,1,700,1,0.16,1,0.0,0.18
6939668,3,203,40.78147,-73.97806,1,150,1,0.0,1,0.0,0.0
6939719,3,96,40.76497,-73.98848000000001,1,300,7,0.21,1,0.0,0.18
6939758,3,113,40.742059999999995,-73.98014,2,100,5,0.23,1,0.0,0.25
6939859,2,215,40.706579999999995,-73.93800999999999,2,50,3,0.1,1,0.0,0.11
6940108,3,202,40.77252,-73.9556,1,140,2,1.18,1,0.0,1.28
6941601,3,128,40.76448,-73.98187,1,175,7,0.0,1,0.0,0.0
6942211,3,203,40.78905,-73.96748000000001,1,185,8,0.06,1,0.0,0.07
6944665,2,215,40.707029999999996,-73.95234,2,73,14,0.0,1,0.0,0.0
6946479,2,183,40.66672,-73.98461999999999,1,250,3,0.04,1,0.0,0.04
6947017,3,203,40.79421,-73.97097,2,89,3,0.02,2,0.0,0.02
6947196,3,35,40.73857,-73.99256,1,800,15,0.0,1,0.0,0.0
6947477,3,203,40.79265,-73.97108,2,89,1,0.02,2,0.0,0.02
6948161,3,35,40.74815,-73.99417,1,250,1,0.0,1,0.0,0.0
6948441,3,35,40.74723,-73.9916,1,220,31,0.12,1,0.41,0.09
6949104,3,35,40.74682,-74.00417,2,135,5,0.02,1,0.0,0.02
6949526,2,81,40.68503,-73.9742,1,160,1,1.43,1,2.7,1.57
6949554,2,215,40.707809999999995,-73.95553000000001,2,93,3,0.0,1,0.0,0.0
6950074,4,55,40.7789,-73.90688,1,110,2,0.29,1,0.0,0.31
6950477,3,95,40.825990000000004,-73.94545,1,76,1,0.06,1,0.0,0.07
6950807,4,5,40.75671,-73.91749,1,105,1,0.1,1,0.0,0.11
6952302,2,81,40.69173,-73.97756,1,120,4,0.03,1,0.0,0.02
6953013,3,62,40.79063,-73.94718,1,110,5,0.06,1,0.0,0.07
6954288,3,95,40.812540000000006,-73.94118,1,125,1,0.09,1,0.0,0.09
6955143,2,86,40.67781,-73.9851,2,130,1,0.0,1,0.0,0.0
6955782,2,20,40.68564,-73.98408,1,105,14,1.02,1,0.56,1.08
6956358,3,120,40.71996,-73.98729,2,100,3,0.04,1,0.0,0.04
6956731,3,202,40.775659999999995,-73.95335,1,118,30,0.09,29,1.96,0.09
6956956,2,215,40.70198,-73.947,2,70,4,0.03,1,0.0,0.02
6957168,2,32,40.68153,-74.0016,1,220,2,2.51,1,2.1,2.65
6957272,3,203,40.80271,-73.96853,1,155,4,0.21,1,0.0,0.22
6957328,2,215,40.70875,-73.95364000000001,2,85,1,0.42,1,0.0,0.45
6958652,2,14,40.68928,-73.93153000000001,2,40,20,1.12,2,1.95,0.94
6958924,3,203,40.78768,-73.97238,1,85,3,0.75,1,2.35,0.65
6959212,3,62,40.79952,-73.93502,1,84,3,0.21,1,0.0,0.22
6965441,3,35,40.74438,-74.00178000000001,1,150,3,0.05,1,0.01,0.04
6965529,1,132,40.85073,-73.9128,2,50,3,0.47,2,2.4,0.45
6966936,2,29,40.69847,-73.92787,1,250,2,0.49,1,0.0,0.52
6966985,3,203,40.801,-73.96647,2,70,30,1.57,1,0.0,1.71
6967201,3,203,40.79126,-73.96738,2,110,1,0.0,1,0.0,0.0
6967305,2,159,40.67886,-73.96802,1,164,1,0.04,1,0.0,0.04
6967861,2,82,40.62084,-74.03739,1,120,7,0.02,1,0.0,0.02
6968488,2,81,40.69246,-73.97171,2,55,4,0.0,1,0.0,0.0
6968520,2,163,40.67819,-74.00924,1,500,1,0.0,1,0.0,0.0
6968737,2,183,40.6648,-73.98044,1,224,4,0.02,1,0.0,0.02
6969011,2,52,40.67618,-73.95133,2,47,14,0.19,1,0.06,0.2
6969425,2,14,40.69467,-73.93333,2,61,2,0.59,1,0.04,0.65
6969473,3,116,40.72039,-73.99683,1,999,7,0.02,1,0.0,0.02
6970005,3,93,40.73104,-73.99708000000001,1,230,7,0.02,1,0.0,0.02
6970372,3,202,40.76112,-73.9619,1,150,30,0.27,34,2.26,0.27
6970776,3,202,40.762159999999994,-73.96195,1,115,30,0.26,34,2.51,0.27
6970965,4,5,40.76194,-73.91881,2,70,2,0.16,1,0.0,0.18
6971141,3,202,40.76222,-73.9603,1,325,30,0.21,34,1.45,0.04
6971348,3,202,40.76249,-73.96217,1,155,30,0.14,34,2.24,0.13
6971639,3,202,40.76021,-73.96157,1,165,30,0.22,34,2.63,0.22
6971750,3,202,40.762440000000005,-73.96030999999999,1,165,30,0.2,34,2.13,0.2
6971871,3,202,40.76035,-73.96133,1,155,30,0.27,34,2.58,0.18
6972046,3,203,40.78567,-73.97665,2,150,1,0.14,1,0.0,0.16
6972089,3,203,40.78181,-73.98465999999999,1,130,30,0.26,34,2.3,0.22
6972192,3,203,40.78289,-73.98477,1,125,30,0.38,34,1.53,0.38
6972271,3,128,40.74462,-73.98272,1,150,2,0.0,1,0.0,0.0
6972534,2,215,40.71591,-73.9417,2,55,7,0.04,1,0.0,0.04
6972554,3,62,40.7984,-73.94776999999999,1,155,4,0.08,1,0.0,0.09
6972673,2,42,40.69489,-73.96495999999999,2,80,7,0.25,1,0.0,0.27
6973011,2,75,40.634879999999995,-73.96546,1,85,3,0.0,1,0.0,0.0
6973159,2,14,40.6936,-73.94653000000001,2,40,1,0.02,1,0.0,0.02
6973286,3,65,40.722970000000004,-73.97973,2,99,3,0.26,4,0.0,0.27
6973292,4,5,40.76583,-73.91086,2,59,1,2.23,4,0.0,2.42
6973463,3,65,40.72403,-73.97783000000001,1,300,2,0.05,4,0.0,0.02
6973598,4,118,40.75328,-73.92244000000001,2,55,1,0.1,1,0.0,0.11
6974249,2,215,40.7196,-73.95599,1,125,1,0.13,1,0.0,0.13
6974728,3,203,40.80016,-73.96448000000001,2,139,2,0.5,1,0.15,0.54
6974801,2,92,40.730059999999995,-73.95694,1,165,1,0.02,1,0.0,0.02
6975129,2,42,40.684090000000005,-73.96531,2,50,1,0.02,1,0.0,0.02
6976045,2,32,40.681509999999996,-73.99285,1,150,5,0.06,1,0.0,0.07
6977204,3,95,40.81398,-73.95213000000001,2,65,1,4.22,1,0.71,3.19
6982174,2,14,40.686820000000004,-73.92019,2,50,1,0.0,1,0.0,0.0
6985434,3,203,40.78201,-73.98379,1,120,30,0.24,34,2.58,0.2
6985888,3,203,40.7818,-73.98483,1,115,30,0.19,34,2.47,0.16
6987811,2,29,40.690540000000006,-73.91445999999999,2,51,13,0.41,8,0.11,0.45
6988265,3,207,40.85183,-73.94022,1,120,1,0.0,1,0.0,0.0
6988793,2,75,40.65371,-73.95623,1,90,2,0.25,1,0.0,0.27
6988794,4,80,40.724000000000004,-73.84962,2,75,3,0.02,1,0.0,0.02
6988905,3,128,40.7544,-73.97345,1,190,2,0.51,1,0.03,0.56
6989258,3,62,40.792429999999996,-73.93952,1,130,2,0.02,1,0.0,0.02
6989436,3,62,40.79229,-73.94962,2,80,2,3.05,1,0.0,3.19
6990524,3,113,40.73912,-73.9825,1,300,1,0.0,1,0.0,0.0
6991749,3,95,40.811609999999995,-73.94306,3,70,1,0.0,1,2.77,0.0
6991910,3,120,40.71947,-73.99327,2,150,1,0.04,3,0.0,0.04
6992300,3,95,40.82416,-73.95306,2,75,1,0.25,3,2.52,0.25
6992310,2,29,40.69347,-73.90703,2,50,30,0.04,6,0.04,0.04
6992831,2,75,40.635040000000004,-73.96603,2,60,3,3.52,1,2.13,3.88
6992939,2,81,40.6873,-73.97225,1,140,2,0.02,1,0.0,0.02
6992973,2,215,40.718379999999996,-73.9563,1,145,1,0.0,1,0.0,0.0
6993265,2,215,40.7166,-73.96379,1,375,2,0.0,1,0.0,0.0
6994064,2,215,40.70458,-73.94095,1,110,2,0.31,1,0.09,0.34
6994259,2,14,40.69213,-73.95869,1,100,15,0.26,1,0.18,0.11
6999056,3,95,40.80418,-73.95513000000001,2,70,1,0.06,1,0.0,0.07
7001872,3,202,40.76425,-73.96811,1,195,7,0.54,1,0.01,0.58
7002139,2,29,40.68802,-73.91474000000001,2,125,2,0.19,1,2.36,0.09
7002250,3,202,40.77138,-73.94809000000001,1,95,14,0.06,1,0.03,0.04
7002269,2,160,40.65887,-73.94882,2,30,6,0.02,1,0.0,0.02
7002406,3,131,40.81514,-73.95954,2,80,1,0.0,1,0.0,0.0
7002884,3,62,40.785509999999995,-73.94167,1,99,3,0.1,1,0.0,0.09
7002915,3,203,40.77828,-73.9764,1,165,3,0.04,1,0.0,0.02
7003507,2,52,40.67627,-73.94775,1,95,4,0.1,1,0.01,0.11
7003697,4,5,40.7681,-73.91651,2,10000,100,0.04,1,0.0,0.04
7003788,4,118,40.74406,-73.94504,1,149,4,0.09,1,0.0,0.09
7004408,3,179,40.72745,-74.0027,1,190,6,1.27,1,2.09,1.37
7006151,3,128,40.743790000000004,-73.98795,1,177,3,0.45,1,0.0,0.49
